Model Name,Brand,Series,Processor (ชิป),RAM (หน่วยความจำ),Storage (ความจุ),Display (จอ),ราคาเครื่องจัด (฿),ราคาท็อปมือสอง (฿),In-Store,Pickup,Mail-in,Condition Item
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i3 (8th Gen),8GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i3 (8th Gen),8GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i3 (8th Gen),16GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i3 (8th Gen),16GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i3 (8th Gen),16GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i3 (8th Gen),32GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i3 (8th Gen),32GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i3 (8th Gen),32GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i5 (8th Gen),8GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i5 (8th Gen),8GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i5 (8th Gen),8GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i5 (8th Gen),16GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i5 (8th Gen),16GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i5 (8th Gen),16GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i5 (8th Gen),32GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i5 (8th Gen),32GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i5 (8th Gen),32GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i7 (8th Gen),8GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i7 (8th Gen),8GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i7 (8th Gen),8GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i7 (8th Gen),16GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i7 (8th Gen),16GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i7 (8th Gen),16GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i7 (8th Gen),32GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i7 (8th Gen),32GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 21.5"" (Intel, 2019)",Apple,"iMac 21.5""",Intel Core i7 (8th Gen),32GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i5 (9th Gen),8GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i5 (9th Gen),8GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i5 (9th Gen),8GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i5 (9th Gen),8GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i5 (9th Gen),16GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i5 (9th Gen),16GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i5 (9th Gen),16GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i5 (9th Gen),16GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i5 (9th Gen),32GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i5 (9th Gen),32GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i5 (9th Gen),32GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i5 (9th Gen),32GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i5 (9th Gen),64GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i5 (9th Gen),64GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i5 (9th Gen),64GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i5 (9th Gen),64GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i7 (9th Gen),8GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i7 (9th Gen),8GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i7 (9th Gen),8GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i7 (9th Gen),8GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i7 (9th Gen),16GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i7 (9th Gen),16GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i7 (9th Gen),16GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i7 (9th Gen),16GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i7 (9th Gen),32GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i7 (9th Gen),32GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i7 (9th Gen),32GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i7 (9th Gen),32GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i7 (9th Gen),64GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i7 (9th Gen),64GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i7 (9th Gen),64GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i7 (9th Gen),64GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i9 (9th Gen),8GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i9 (9th Gen),8GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i9 (9th Gen),8GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i9 (9th Gen),8GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i9 (9th Gen),16GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i9 (9th Gen),16GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i9 (9th Gen),16GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i9 (9th Gen),16GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i9 (9th Gen),32GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i9 (9th Gen),32GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i9 (9th Gen),32GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i9 (9th Gen),32GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i9 (9th Gen),64GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i9 (9th Gen),64GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i9 (9th Gen),64GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 27"" (Intel, 2019)",Apple,"iMac 27""",Intel Core i9 (9th Gen),64GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 13"" (Intel, 2018)",Apple,"MacBook Pro 13""",Intel Core i5 (8th Gen),8GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 13"" (Intel, 2018)",Apple,"MacBook Pro 13""",Intel Core i5 (8th Gen),8GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 13"" (Intel, 2018)",Apple,"MacBook Pro 13""",Intel Core i5 (8th Gen),8GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 13"" (Intel, 2018)",Apple,"MacBook Pro 13""",Intel Core i5 (8th Gen),8GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 13"" (Intel, 2018)",Apple,"MacBook Pro 13""",Intel Core i5 (8th Gen),16GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 13"" (Intel, 2018)",Apple,"MacBook Pro 13""",Intel Core i5 (8th Gen),16GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 13"" (Intel, 2018)",Apple,"MacBook Pro 13""",Intel Core i5 (8th Gen),16GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 13"" (Intel, 2018)",Apple,"MacBook Pro 13""",Intel Core i5 (8th Gen),16GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 13"" (Intel, 2018)",Apple,"MacBook Pro 13""",Intel Core i7 (8th Gen),8GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 13"" (Intel, 2018)",Apple,"MacBook Pro 13""",Intel Core i7 (8th Gen),8GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 13"" (Intel, 2018)",Apple,"MacBook Pro 13""",Intel Core i7 (8th Gen),8GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 13"" (Intel, 2018)",Apple,"MacBook Pro 13""",Intel Core i7 (8th Gen),8GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 13"" (Intel, 2018)",Apple,"MacBook Pro 13""",Intel Core i7 (8th Gen),16GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 13"" (Intel, 2018)",Apple,"MacBook Pro 13""",Intel Core i7 (8th Gen),16GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 13"" (Intel, 2018)",Apple,"MacBook Pro 13""",Intel Core i7 (8th Gen),16GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 13"" (Intel, 2018)",Apple,"MacBook Pro 13""",Intel Core i7 (8th Gen),16GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i7 (8th Gen),16GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i7 (8th Gen),16GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i7 (8th Gen),16GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i7 (8th Gen),16GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i7 (8th Gen),16GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i7 (8th Gen),32GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i7 (8th Gen),32GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i7 (8th Gen),32GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i7 (8th Gen),32GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i7 (8th Gen),32GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i9 (8th Gen),16GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i9 (8th Gen),16GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i9 (8th Gen),16GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i9 (8th Gen),16GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i9 (8th Gen),16GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i9 (8th Gen),32GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i9 (8th Gen),32GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i9 (8th Gen),32GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i9 (8th Gen),32GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 15"" (Intel, 2018)",Apple,"MacBook Pro 15""",Intel Core i9 (8th Gen),32GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 13"" (Intel, 2018)",Apple,"MacBook Air 13""",Intel Core i5 (8th Gen),8GB,128GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 13"" (Intel, 2018)",Apple,"MacBook Air 13""",Intel Core i5 (8th Gen),8GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 13"" (Intel, 2018)",Apple,"MacBook Air 13""",Intel Core i5 (8th Gen),8GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 13"" (Intel, 2018)",Apple,"MacBook Air 13""",Intel Core i5 (8th Gen),8GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 13"" (Intel, 2018)",Apple,"MacBook Air 13""",Intel Core i5 (8th Gen),16GB,128GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 13"" (Intel, 2018)",Apple,"MacBook Air 13""",Intel Core i5 (8th Gen),16GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 13"" (Intel, 2018)",Apple,"MacBook Air 13""",Intel Core i5 (8th Gen),16GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 13"" (Intel, 2018)",Apple,"MacBook Air 13""",Intel Core i5 (8th Gen),16GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),8GB,128GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),8GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),8GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),8GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),8GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),16GB,128GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),16GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),16GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),16GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),16GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),32GB,128GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),32GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),32GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),32GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),32GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),64GB,128GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),64GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),64GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),64GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (Intel, 2018)",Apple,Mac mini,Intel Core i3 (8th Gen),64GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
